"Player","Team","PS","Min","3M","3A","FTM","FTA","TR","AS","ST","TO","BK","PF","DQ","PTS","TC","Sta","+/-"
"robinson,thomas","bro","PF",917,0.0,0.0,0.05125408942202835,0.43119266055045874,0.3914940021810251,0.05016357688113413,0.04252998909487459,0.0752453653217012,0.03925845147219193,0.12104689203925845,1,0.33478735005452565,1,7,-274
"rondo,rajon","sac","PG",2537,0.024438312968072525,0.36470588235294116,0.03429247142294048,0.58,0.17185652345289712,0.3303113914071738,0.05597162002364998,0.10997240835632636,0.003941663381947182,0.06897910918407568,1,0.3385888845092629,3,72,-148
"rose,derrick","chi","PG",2095,0.02100238663484487,0.29333333333333333,0.06778042959427208,0.7932960893854749,0.10739856801909307,0.14844868735083533,0.02100238663484487,0.08353221957040573,0.006682577565632458,0.04009546539379475,1,0.5155131264916468,4,66,-166
"ross,terrence","tor","SF",1751,0.07481439177612793,0.3875739644970414,0.027984009137635636,0.7903225806451613,0.105653912050257,0.03255282695602513,0.03083952027412907,0.026270702455739578,0.014277555682467162,0.06853226727584237,1,0.41119360365505425,0,7,242
"rozier,terry","bos","PG",310,0.01935483870967742,0.2222222222222222,0.025806451612903226,0.8,0.2032258064516129,0.11935483870967742,0.01935483870967742,0.06129032258064516,0.0032258064516129032,0.07419354838709677,0,0.23225806451612904,0,0,-41
"rubio,ricky","min","PG",2322,0.026701119724375538,0.3263157894736842,0.11455641688199827,0.8471337579617835,0.14039621016365203,0.28294573643410853,0.06976744186046512,0.08354866494401378,0.004306632213608958,0.08656330749354005,1,0.3298880275624462,0,76,19
"rudez,damjan","min","SF",278,0.06115107913669065,0.34,0.02877697841726619,1.0,0.07194244604316546,0.039568345323741004,0.01079136690647482,0.046762589928057555,0.0035971223021582736,0.11870503597122302,0,0.2697841726618705,0,0,-24
"rush,brandon","gsw","SG",1050,0.06190476190476191,0.4140127388535032,0.017142857142857144,0.6428571428571429,0.17142857142857143,0.054285714285714284,0.02,0.03142857142857143,0.021904761904761906,0.054285714285714284,1,0.2904761904761905,0,25,-48
"russell,d'angelo","lal","PG",2257,0.057598582188746125,0.3542234332425068,0.06202924235711121,0.7368421052631579,0.12051395657953035,0.1178555604785113,0.0412051395657953,0.08684093929995569,0.0057598582188746125,0.06291537439078422,0,0.4669915817456801,1,48,-547
"sacre,robert","lal","C",320,0.0,0.0,0.078125,0.6578947368421053,0.225,0.04375,0.0125,0.0375,0.03125,0.134375,1,0.271875,0,1,-33
"sampson,jakarr","den","SG",1166,0.012006861063464836,0.2222222222222222,0.0686106346483705,0.6557377049180327,0.16295025728987994,0.03945111492281304,0.01972555746140652,0.060034305317324184,0.02830188679245283,0.12178387650085763,1,0.32075471698113206,2,40,-238
"schroder,dennis","atl","PG",1614,0.04770755885997522,0.32217573221757323,0.08921933085501858,0.7912087912087912,0.12701363073110286,0.21623296158612143,0.04399008674101611,0.11400247831474597,0.0055762081784386614,0.08550185873605948,0,0.5446096654275093,0,6,226
"scola,luis","tor","PF",1635,0.039755351681957186,0.40372670807453415,0.03730886850152905,0.7261904761904762,0.22018348623853212,0.04097859327217125,0.028134556574923548,0.04159021406727829,0.01651376146788991,0.10886850152905199,0,0.40611620795107034,0,76,-24
"scott,mike","atl","PF",1155,0.05367965367965368,0.3924050632911392,0.04329004329004329,0.7936507936507936,0.17835497835497835,0.06753246753246753,0.021645021645021644,0.03636363636363636,0.01471861471861472,0.08831168831168831,0,0.4017316017316017,0,0,109
"sefolosha,thabo","atl","SG",1749,0.024013722126929673,0.336,0.03544882790165809,0.6262626262626263,0.19039451114922812,0.061177815894797025,0.048027444253859346,0.03887935963407661,0.02115494568324757,0.062321326472269865,0,0.274442538593482,0,11,-23
"seraphin,kevin","nyk","PF",530,0.0,0.0,0.035849056603773584,0.8260869565217391,0.23773584905660378,0.08867924528301886,0.01509433962264151,0.08113207547169811,0.06792452830188679,0.12641509433962264,0,0.35283018867924526,0,0,-87
"sessions,ramon","was","PG",1667,0.021595680863827234,0.32432432432432434,0.12837432513497302,0.7561837455830389,0.122375524895021,0.14397120575884823,0.028194361127774445,0.06898620275944811,0.002999400119976005,0.0611877624475105,0,0.4859028194361128,0,5,-53
"shumpert,iman","cle","SG",1319,0.032600454890068235,0.2945205479452055,0.030326004548900682,0.7843137254901961,0.15390447308567096,0.06974981046247157,0.04094010614101592,0.04245640636846096,0.014404852160727824,0.09021986353297953,1,0.2357846853677028,1,5,182
"simmons,jonathon","san","SG",811,0.02219482120838471,0.3829787234042553,0.08508014796547472,0.75,0.11713933415536375,0.07151664611590629,0.029593094944512947,0.06535141800246609,0.006165228113440197,0.12700369913686807,0,0.4081381011097411,0,2,104
"sims,henry","bro","C",263,0.0,0.0,0.09505703422053231,0.8333333333333334,0.2737642585551331,0.034220532319391636,0.034220532319391636,0.045627376425855515,0.049429657794676805,0.14068441064638784,0,0.34600760456273766,0,4,-95
"singler,kyle","okl","SF",983,0.030518819938962362,0.30927835051546393,0.029501525940996948,0.6590909090909091,0.14343845371312308,0.024415055951169887,0.030518819938962362,0.03255340793489318,0.009155645981688708,0.12207527975584945,0,0.23499491353001017,0,2,-22
"sloan,donald","bro","PG",1317,0.02885345482156416,0.3838383838383838,0.05922551252847381,0.75,0.1313591495823842,0.2034927866362946,0.024297646165527716,0.060744115413819286,0.0030372057706909645,0.0554290053151101,0,0.3219438116932422,0,33,-113
"smart,marcus","bos","PG",1666,0.036614645858343335,0.25311203319502074,0.07743097238895558,0.7771084337349398,0.15306122448979592,0.11164465786314526,0.0546218487394958,0.04801920768307323,0.010804321728691477,0.10984393757503001,1,0.3349339735894358,2,10,78
"smith,greg","min","PF",194,0.0,0.0,0.03608247422680412,0.4117647058823529,0.21649484536082475,0.030927835051546393,0.020618556701030927,0.03608247422680412,0.005154639175257732,0.14432989690721648,1,0.22164948453608246,0,0,-81
"smith,ish","phi","PG",2240,0.025,0.32941176470588235,0.054464285714285715,0.6931818181818182,0.13616071428571427,0.22410714285714287,0.039285714285714285,0.078125,0.010714285714285714,0.059375,0,0.43392857142857144,0,53,-341
"smith,j.r.","cle","SG",2367,0.08618504435994931,0.4,0.019011406844106463,0.6338028169014085,0.09167722855935784,0.05534431770173215,0.034220532319391636,0.024926066751161807,0.008871989860583017,0.08618504435994931,1,0.40346430080270385,3,77,315
"smith,jason","orl","PF",1180,0.003389830508474576,0.25,0.04576271186440678,0.8059701492537313,0.1847457627118644,0.05254237288135593,0.027966101694915254,0.048305084745762714,0.05508474576271186,0.13813559322033897,1,0.46271186440677964,1,2,-37
"smith,josh","hou","SF",878,0.04669703872437358,0.2867132867132867,0.04214123006833713,0.5522388059701493,0.21981776765375854,0.10136674259681093,0.0387243735763098,0.08769931662870159,0.05353075170842825,0.13439635535307518,1,0.37813211845102507,1,7,-84
"smith,russ","mem","PG",65,0.015384615384615385,0.2,0.12307692307692308,0.6153846153846154,0.13846153846153847,0.16923076923076924,0.07692307692307693,0.1076923076923077,0.015384615384615385,0.07692307692307693,0,0.35384615384615387,0,0,-41
"snell,tony","chi","SF",1300,0.043076923076923075,0.36129032258064514,0.023076923076923078,0.9090909090909091,0.15307692307692308,0.04846153846153846,0.012307692307692308,0.04,0.013076923076923076,0.07692307692307693,0,0.26,0,33,96
"speights,marrees","gsw","C",836,0.028708133971291867,0.3870967741935484,0.11244019138755981,0.8245614035087719,0.28588516746411485,0.0729665071770335,0.022727272727272728,0.07894736842105263,0.04066985645933014,0.13995215311004786,0,0.6124401913875598,2,0,12
"splitter,tiago","atl","PF",579,0.0,0.0,0.06735751295336788,0.8125,0.20898100172711573,0.05181347150259067,0.03454231433506045,0.04145077720207254,0.02072538860103627,0.1226252158894646,0,0.3471502590673575,0,2,102
"stauskas,nik","phi","SG",1798,0.058954393770856504,0.3271604938271605,0.05061179087875417,0.7711864406779662,0.1017797552836485,0.07730812013348165,0.024471635150166853,0.05172413793103448,0.011123470522803115,0.06173526140155729,0,0.3431590656284761,0,35,-389
"stephenson,lance","mem","SF",1371,0.02188183807439825,0.38461538461538464,0.06345733041575492,0.7837837837837838,0.162654996353027,0.09700948212983224,0.031363967906637494,0.06856309263311451,0.006564551422319475,0.09846827133479212,1,0.4179431072210066,2,13,-64
"stepheson,alex","mem","SF",72,0.0,0.0,0.05555555555555555,0.3333333333333333,0.3888888888888889,0.027777777777777776,0.013888888888888888,0.0,0.06944444444444445,0.16666666666666666,1,0.3055555555555556,0,0,-2
"stokes,jarnell","nor","C",18,0.0,0.0,0.05555555555555555,0.5,0.2222222222222222,0.05555555555555555,0.05555555555555555,0.0,0.0,0.05555555555555555,0,0.3888888888888889,0,0,9
"stoudemire,amare","mia","PF",765,0.0,0.0,0.06535947712418301,0.746268656716418,0.2901960784313726,0.03529411764705882,0.02483660130718954,0.06143790849673202,0.05359477124183006,0.12026143790849673,0,0.39215686274509803,2,36,12
"stuckey,rodney","ind","PG",1275,0.01568627450980392,0.24096385542168675,0.1027450980392157,0.8291139240506329,0.1223529411764706,0.11137254901960784,0.03372549019607843,0.0596078431372549,0.006274509803921568,0.0603921568627451,0,0.4054901960784314,1,1,9
"sullinger,jared","bos","PF",1917,0.015127803860198226,0.27884615384615385,0.05372978612415232,0.639751552795031,0.3510693792383933,0.09754825247782994,0.03912363067292645,0.053208137715179966,0.024517475221700575,0.1090245174752217,2,0.4350547730829421,2,73,202
"tavares,walter","atl","C",69,0.0,0.0,0.043478260869565216,0.375,0.30434782608695654,0.043478260869565216,0.014492753623188406,0.07246376811594203,0.08695652173913043,0.11594202898550725,0,0.36231884057971014,0,0,-8
"teague,jeff","atl","PG",2248,0.04893238434163701,0.40145985401459855,0.11610320284697509,0.8365384615384616,0.0947508896797153,0.2090747330960854,0.04359430604982206,0.09697508896797152,0.010676156583629894,0.074288256227758,2,0.5511565836298933,0,78,71
"teletovic,mirza","pho","PF",1683,0.10754604872251931,0.3934782608695652,0.07130124777183601,0.7741935483870968,0.17944147355912063,0.053475935828877004,0.019013666072489603,0.049910873440285206,0.012477718360071301,0.0944741532976827,1,0.5733808674985146,1,1,-168
"temple,garrett","was","SG",1951,0.04561763198359815,0.3463035019455253,0.04664274730907227,0.728,0.10866222450025628,0.0717580727831881,0.035366478728856995,0.032803690415171706,0.009226037929267043,0.0999487442337263,3,0.2983085597129677,0,43,-37
"terry,jason","hou","SG",1261,0.07375099127676447,0.3563218390804598,0.02141157811260904,0.8181818181818182,0.061855670103092786,0.0816812053925456,0.03727200634417129,0.03885804916732752,0.007137192704203013,0.07216494845360824,0,0.3346550356859635,1,7,35
"thomas,isaiah","bos","PG",2647,0.06309029089535323,0.35913978494623655,0.17907064601435588,0.8713235294117647,0.09180204004533433,0.19229316207026823,0.03437854174537212,0.0831129580657348,0.003400075557234605,0.06309029089535323,1,0.6887041934265206,9,79,292
"thomas,lance","nyk","SF",1323,0.03325774754346183,0.4036697247706422,0.07709750566893424,0.8571428571428571,0.09901738473167045,0.0400604686318972,0.016628873771730914,0.04308390022675737,0.005291005291005291,0.08238851095993953,2,0.36583522297808013,0,5,-40
"thompson,hollis","phi","SG",2158,0.0690454124189064,0.3791348600508906,0.0319740500463392,0.71875,0.12696941612604262,0.0458758109360519,0.016682113067655237,0.03521779425393883,0.011121408711770158,0.08665430954587582,2,0.35125115848007415,0,17,-363
"thompson,jason","tor","C",471,0.010615711252653927,0.3333333333333333,0.08067940552016985,0.7037037037037037,0.2823779193205945,0.06157112526539278,0.025477707006369428,0.03184713375796178,0.04246284501061571,0.16985138004246284,0,0.31210191082802546,1,7,-6
"thompson,klay","gsw","SG",2661,0.10372040586245772,0.42592592592592593,0.07252912438932732,0.8733031674208145,0.11499436302142052,0.0623825629462608,0.02254791431792559,0.05186020293122886,0.018789928598271326,0.05712138293874483,0,0.6655392709507704,0,80,815
"thompson,tristan","cle","C",2269,0.0,0.0,0.06566769501983252,0.6157024793388429,0.3252534156015866,0.027765535478184222,0.016747465843984136,0.026884089907448214,0.02247686205376818,0.08902600264433672,0,0.28338475099162624,1,34,361
"thornton,marcus","was","SG",1110,0.08198198198198198,0.33579335793357934,0.06036036036036036,0.8481012658227848,0.13423423423423422,0.07657657657657657,0.04234234234234234,0.04594594594594595,0.0036036036036036037,0.08108108108108109,0,0.5315315315315315,0,8,40
"tolliver,anthony","det","PF",1338,0.07324364723467862,0.3602941176470588,0.021674140508221227,0.6170212765957447,0.1711509715994021,0.03886397608370702,0.01943198804185351,0.02092675635276532,0.01195814648729447,0.06427503736920777,0,0.2862481315396114,0,5,9
"toupane,axel","den","SG",307,0.04234527687296417,0.325,0.04234527687296417,0.7647058823529411,0.10097719869706841,0.048859934853420196,0.02280130293159609,0.019543973941368076,0.019543973941368076,0.13029315960912052,0,0.247557003257329,0,0,-17
"towns,karl-antho","min","C",2621,0.011446012972148036,0.3409090909090909,0.08508202975963373,0.8109090909090909,0.3258298359404807,0.061426936283861124,0.022128958412819536,0.06982067913010301,0.052651659671880964,0.09347577260587563,1,0.5734452499046165,2,82,-130
